0,วันที่ชาติและองค์ราชา มวลประชาอยู่มาพ้นภัย
0,ขอดูแลคุ้มครองด้วยใจ นี่คือคำสัญญา
0,วันนี้ชาติเผชิญพาลภัย ไฟลุกโชนขึ้นมาทุกครา
0,ขอเป็นคนที่เดินเข้ามา ไม่อาจให้สายไป
0,เพื่อนำรักกลับมา ต้องใช้เวลาเท่าไร
0,โปรดจงรอได้ไหม จะข้ามผ่านความบาดหมาง
0,เราจะทำตามสัญญา ขอเวลาอีกไม่นาน
0,แล้วแผ่นดินที่งดงามจะคืนกลับมา
0,เราจะทำอย่างซื่อตรง ขอแค่เธอจงไว้ใจและศรัทธา
0,แผ่นดินจะดีในไม่ช้า ขอคืนความสุขให้เธอ ประชาชน
0,วันนี้ต้องเหน็ดเหนื่อยก็รู้ จะขอสู้กับอันตราย
0,ชาติทหารไม่ยอมแพ้พ่าย นี่คือคำสัญญา
0,วันนี้ชาติเผชิญพาลภัน ไฟลุกโชนขึ้นมาทุกครา
0,ขอเป็นคนที่เดินเข้ามา ไม่อาจให้สายไป
0,แผ่นดินจะดีในไม่ช้า ความสุขจะคืนมา ประเทศไทย
0,ชีวิตที่เกิดมา เธอคือสิ่งที่ยึดมั่น
0,ทั้งรักทั้งผูกพัน ยิ่งสิ่งใด
0,เพราะเธอนั้นคือ ประเทศไทย
0,จะไม่ยอมให้ใคร มาทำลาย
0,ชีวิตไม่จีรัง แต่แผ่นดินต้องยั่งยืน
0,อยากเห็นเธอฟื้นคืน และสดใส
0,ถ้าตัวฉันเองยังหายใจ
0,จะยากเย็นแค่ไหน ก็ไม่ท้อ
0,แต่มีเพียงสองมือ กับหนึ่งลมหายใจ
0,พลังคงไม่พอจะสร้างฝันให้เป็นไป
0,แต่หากเราร่วมมือ ต่อเติมลมหายใจ
0,วันที่หวังนั้นคงไม่ไกล เพื่อประเทศไทยของทุกคน
0,ก้าวสู้ความหวังอันยิ่งใหญ่ จะคืนความสุขใจให้ทุกคน
0,ความศรัทธาความหวัง สร้างพลังที่แสนยิ่งใหญ่
0,ร่วมมือร่วมใจ ก้าวเดินไปสู่ปลายทาง
0,อย่าท้อแท้หวั่นไหว แม้มีทุกข์ภัยขวากหนาม
0,รวมพลังกันก้าวข้าม เพื่อความเป็นไทย
0,สองมือและหนึ่งหัวใจ ของคนไทยทั้งชาติ
0,ร่วมมือกันประกาศ ชาติไทยยิ่งใหญ่นิรันดร์
0,ขอเพียงจริงใจ ขอเพียงสามัคคี ตั้งมั่นในความดี ตลอดไป
